COLOR,BLOCK,LOT,"PROPERTY
ADDRESS",ADDRESS,TIER,STATUS,District,MBLR
small_yellow,253,7,1026 PINE ST,"1026 PINE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0253007
small_yellow,0463A,3,201 MALLORCA WY,"201 MALLORCA WY,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF0463A003
small_yellow,453,005B,970 BAY ST,"970 BAY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF0453005B
small_yellow,453,5,960 BAY ST,"960 BAY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF0453005
small_yellow,453,003C,920 BAY ST,"920 BAY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF0453003C
small_yellow,0463A,22,3450 PIERCE ST,"3450 PIERCE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF0463A022
small_yellow,0441A,1,1955 BEACH ST,"1955 BEACH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF0441A001
small_yellow,0443A,001F,3655 FILLMORE ST,"3655 FILLMORE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF0443A001F
small_yellow,0443A,15,98 CERVANTES BL,"98 CERVANTES BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF0443A015
small_yellow,0442A,14,40 CAPRA WY,"40 CAPRA WY,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF0442A014
small_yellow,0441B,1,1901 BEACH ST,"1901 BEACH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF0441B001
small_yellow,247,10,1270 CALIFORNIA ST,"1270 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0247010
small_yellow,248,22,1469 SACRAMENTO ST,"1469 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0248022
small_yellow,248,71,1153 LEAVENWORTH ST,"1153 LEAVENWORTH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0248071
small_yellow,248,26,1441 SACRAMENTO ST,"1441 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0248026
small_yellow,247,40,1315 SACRAMENTO ST,"1315 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0247040
small_yellow,249,27,1545 SACRAMENTO ST,"1545 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0249027
small_yellow,249,2,1159 HYDE ST,"1159 HYDE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0249002
small_yellow,249,1,1501 SACRAMENTO ST,"1501 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0249001
small_yellow,249,5,1135 HYDE ST,"1135 HYDE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0249005
small_yellow,247,25,1375 SACRAMENTO ST,"1375 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0247025
small_yellow,247,26,1369 SACRAMENTO ST,"1369 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0247026
small_yellow,251,35,1351 CALIFORNIA ST,"1351 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0251035
small_yellow,251,16,1018 HYDE ST,"1018 HYDE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0251016
small_yellow,250,19,1461 CALIFORNIA ST,"1461 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0250019
small_yellow,250,003E,1324 PINE ST,"1324 PINE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0250003E
small_yellow,253,38,1038A PINE ST,"1038A PINE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0253038
small_yellow,252,6,1114 PINE ST,"1114 PINE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0252006
small_yellow,252,18,1275 CALIFORNIA ST,"1275 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0252018
small_yellow,250,003A,1025 HYDE ST,"1025 HYDE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0250003A
small_yellow,250,4,1330 PINE ST,"1330 PINE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0250004
small_yellow,249,027A,1541 SACRAMENTO ST,"1541 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0249027A
small_yellow,158,26,999 BROADWAY,"999 BROADWAY ,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0158026
small_yellow,158,025A,1556 TAYLOR ST,"1556 TAYLOR ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0158025A
small_yellow,158,3,1445 MASON ST,"1445 MASON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0158003
small_yellow,156,22,1610 LEAVENWORTH ST,"1610 LEAVENWORTH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0156022
small_yellow,155,37,1642 HYDE ST,"1642 HYDE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0155037
small_yellow,155,10,1308 PACIFIC AV,"1308 PACIFIC AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0155010
small_yellow,157,23,1118 PACIFIC AV,"1118 PACIFIC AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0157023
small_yellow,157,2,1545 TAYLOR ST,"1545 TAYLOR ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0157002
small_yellow,157,4,1529 TAYLOR ST,"1529 TAYLOR ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0157004
small_yellow,156,54,1139 BROADWAY,"1139 BROADWAY ,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0156054
small_yellow,185,13,1446 JACKSON ST,"1446 JACKSON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0185013
small_yellow,185,25,1840 LARKIN ST,"1840 LARKIN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0185025
small_yellow,181,49,1426 TAYLOR ST,"1426 TAYLOR ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0181049
small_yellow,181,33,1053 PACIFIC AV,"1053 PACIFIC AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0181033
small_yellow,180,11,940 JACKSON ST,"940 JACKSON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0180011
small_yellow,159,50,875 BROADWAY,"875 BROADWAY ,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0159050
small_yellow,183,7,1200 JACKSON ST,"1200 JACKSON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0183007
small_yellow,182,15,1184 JACKSON ST,"1184 JACKSON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0182015
small_yellow,182,19,1530 JONES ST,"1530 JONES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0182019
small_yellow,182,10,1142 JACKSON ST,"1142 JACKSON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0182010
small_yellow,134,26,1158 MONTGOMERY ST,"1158 MONTGOMERY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0134026
small_yellow,134,24,1142 MONTGOMERY ST,"1142 MONTGOMERY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0134024
small_yellow,133,26,1244 KEARNY ST,"1244 KEARNY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0133026
small_yellow,133,36,369 GREEN ST,"369 GREEN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0133036
small_yellow,144,24,1142 KEARNY ST,"1142 KEARNY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0144024
small_yellow,132,44,423 GREEN ST,"423 GREEN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0132044
small_yellow,133,57,400 VALLEJO ST,"400 VALLEJO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0133057
small_yellow,133,040A,325 GREEN ST,"325 GREEN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0133040A
small_yellow,133,42,480 VALLEJO ST,"480 VALLEJO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0133042
small_yellow,132,21,552 VALLEJO ST,"552 VALLEJO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0132021
small_yellow,154,3,1645 HYDE ST,"1645 HYDE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0154003
small_yellow,153,14,1324 BROADWAY,"1324 BROADWAY ,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0153014
small_yellow,152,22,1718 HYDE ST,"1718 HYDE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0152022
small_yellow,151,25,1196 BROADWAY,"1196 BROADWAY ,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0151025
small_yellow,144,27,471 VALLEJO ST,"471 VALLEJO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0144027
small_yellow,144,25,1154 KEARNY ST,"1154 KEARNY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0144025
small_yellow,150,11,1728 JONES ST,"1728 JONES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0150011
small_yellow,149,19,1616 TAYLOR ST,"1616 TAYLOR ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0149019
small_yellow,149,18,988 BROADWAY,"988 BROADWAY,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0149018
small_yellow,145,42,517 VALLEJO ST,"517 VALLEJO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0145042
small_yellow,186,11,1710 LARKIN ST,"1710 LARKIN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0186011
small_yellow,190,16,1360 TAYLOR ST,"1360 TAYLOR ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0190016
small_yellow,188,9,1360 WASHINGTON ST,"1360 WASHINGTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0188009
small_yellow,187,2,1449 LEAVENWORTH ST,"1449 LEAVENWORTH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0187002
small_yellow,187,21,1438 HYDE ST,"1438 HYDE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0187021
small_yellow,186,17,1748 LARKIN ST,"1748 LARKIN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0186017
small_yellow,189,5,1200 WASHINGTON ST,"1200 WASHINGTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0189005
small_yellow,189,13,1424 JONES ST,"1424 JONES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0189013
small_yellow,188,43,1441 JONES ST,"1441 JONES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0188043
small_yellow,188,3,1447 JONES ST,"1447 JONES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0188003
small_yellow,212,020A,1102 MASON ST,"1102 MASON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0212020A
small_yellow,190,15,1340 TAYLOR ST,"1340 TAYLOR ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0190015
small_yellow,214,22,1230 CLAY ST,"1230 CLAY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0214022
small_yellow,213,22,1175 WASHINGTON ST,"1175 WASHINGTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0213022
small_yellow,213,5,1100 CLAY ST,"1100 CLAY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0213005
small_yellow,212,5,1043 POWELL ST,"1043 POWELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0212005
small_yellow,216,25,1449 WASHINGTON ST,"1449 WASHINGTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0216025
small_yellow,216,15,1326 HYDE ST,"1326 HYDE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0216015
small_yellow,216,27,1435 WASHINGTON ST,"1435 WASHINGTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0216027
small_yellow,215,4,1360 CLAY ST,"1360 CLAY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,SF0215004
small_yellow,1429,15,269 04TH AV,"269 04TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1429015
small_yellow,1425,1,205 08TH AV,"205 08TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1425001
small_yellow,1421,032A,5027 CALIFORNIA ST,"5027 CALIFORNIA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1421032A
small_yellow,1419,11,257 14TH AV,"257 14TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1419011
small_yellow,1443,39,1059 CLEMENT ST,"1059 CLEMENT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1443039
small_yellow,1435,5,335 03RD AV,"335 03RD AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1435005
small_yellow,1434,6,319 02ND AV,"319 02ND AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1434006
small_yellow,1431,26,276 03RD AV,"276 03RD AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1431026
small_yellow,1453,32,350 22ND AV,"350 22ND AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1453032
small_yellow,1451,41,302 20TH AV,"302 20TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1451041
small_yellow,1444,12,361 12TH AV,"361 12TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1444012
small_yellow,1457,015A,475 25TH AV,"475 25TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1457015A
small_yellow,1456,7,445 24TH AV,"445 24TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1456007
small_yellow,1455,27,434 24TH AV,"434 24TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1455027
small_yellow,1453,11,355 21ST AV,"355 21ST AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1453011
small_yellow,1466,6,433 34TH AV,"433 34TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1466006
small_yellow,1463,49,3015 CLEMENT ST,"3015 CLEMENT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1463049
small_yellow,1458,024A,474 27TH AV,"474 27TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1458024A
small_yellow,1509,21,4400 ANZA ST,"4400 ANZA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1509021
small_yellow,1507,1,7301 GEARY BL,"7301 GEARY BL,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1507001
small_yellow,1475,31,435 43RD AV,"435 43RD AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1475031
small_yellow,1475,22,424 44TH AV,"424 44TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1475022
small_yellow,1418,4,227 15TH AV,"227 15TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1418004
small_yellow,1414,14,271 19TH AV,"271 19TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1,SF1414014
small_yellow,1151,6,821 BAKER ST,"821 BAKER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1151006
small_yellow,1151,19,1980 GOLDEN GATE AV,"1980 GOLDEN GATE AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1151019
small_yellow,1150,31,2161 TURK BL,"2161 TURK BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1150031
small_yellow,1150,23,900 CENTRAL AV,"900 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1150023
small_yellow,1152,008A,901 BRODERICK ST,"901 BRODERICK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1152008A
small_yellow,1152,1,1901 TURK ST,"1901 TURK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1152001
small_yellow,1153,8,1750 GOLDEN GATE AV,"1750 GOLDEN GATE AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1153008
small_yellow,1155,5,1500 MCALLISTER ST,"1500 MCALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1155005
small_yellow,1154,11,1680 GOLDEN GATE AV,"1680 GOLDEN GATE AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1154011
small_yellow,1154,12,1690 GOLDEN GATE AV,"1690 GOLDEN GATE AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1154012
small_yellow,1153,35,1855 TURK ST,"1855 TURK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1153035
small_yellow,1156,21,830 BRODERICK ST,"830 BRODERICK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1156021
small_yellow,1155,11,1544 MCALLISTER ST,"1544 MCALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1155011
small_yellow,1155,8,1530 MCALLISTER ST,"1530 MCALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1155008
small_yellow,1155,6,1508 MCALLISTER ST,"1508 MCALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1155006
small_yellow,1156,26,1763 GOLDEN GATE AV,"1763 GOLDEN GATE AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1156026
small_yellow,1157,9,1780 MCALLISTER ST,"1780 MCALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1157009
small_yellow,1157,5,821 BRODERICK ST,"821 BRODERICK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1157005
small_yellow,1159,012A,1952 McALLISTER ST,"1952 McALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1159012A
small_yellow,1159,1,747 LYON ST,"747 LYON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1159001
small_yellow,1157,009B,720 BAKER ST,"720 BAKER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1157009B
small_yellow,1157,14,1885 GOLDEN GATE AV,"1885 GOLDEN GATE AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1157014
small_yellow,1102,2,2231 OFARRELL ST,"2231 OFARRELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF1102002
small_yellow,1101,21,2171 OFARRELL ST,"2171 OFARRELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1101021
small_yellow,1100,14,1940 ELLIS ST,"1940 ELLIS ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1100014
small_yellow,1125,1,2101 ELLIS ST,"2101 ELLIS ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF1125001
small_yellow,1117,1,1050 BAKER ST,"1050 BAKER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF1117001
small_yellow,1113,1,97 BARCELONA AV,"97 BARCELONA AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF1113001
small_yellow,1112,25,1 VEGA ST,"1 VEGA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,SF1112025
small_yellow,1139,12,3030 TURK ST,"3030 TURK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1139012
small_yellow,1129,32,1840 TURK ST,"1840 TURK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1129032
small_yellow,1127,21,1985 ELLIS ST,"1985 ELLIS ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1127021
small_yellow,1145A,24,510 PARKER AV,"510 PARKER AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1145A024
small_yellow,1145A,9,2550 GOLDEN GATE AV,"2550 GOLDEN GATE AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1145A009
small_yellow,1143,15,3053 TURK BL,"3053 TURK BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1143015
small_yellow,1141,28,25 EDWARD ST,"25 EDWARD ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1141028
small_yellow,1183,25,550 BAKER ST,"550 BAKER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1183025
small_yellow,1182,10,1364 GROVE ST,"1364 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1182010
small_yellow,1188,1,17 ASHBURY ST,"17 ASHBURY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1188001
small_yellow,1186,11,1798 GROVE ST,"1798 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1186011
small_yellow,1186,8,1706 GROVE ST,"1706 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1186008
small_yellow,1185,24,642 CENTRAL AV,"642 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1185024
small_yellow,1189,18,2095 FULTON ST,"2095 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1189018
small_yellow,1189,16,16 COLE ST,"16 COLE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1189016
small_yellow,1188,5,1946 GROVE ST,"1946 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1188005
small_yellow,1188,002C,57 ASHBURY ST,"57 ASHBURY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1188002C
small_yellow,1184,19,500 LYON ST,"500 LYON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1184019
small_yellow,1189,9,2090 GROVE ST.,"2090 GROVE ST.,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1189009
small_yellow,1193,19,158 SHRADER ST,"158 SHRADER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1193019
small_yellow,1191,23,2277 FULTON ST,"2277 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1191023
small_yellow,1190,001C,2144 GROVE ST,"2144 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1190001C
small_yellow,1190,001A,43 COLE ST,"43 COLE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1190001A
small_yellow,1198,18,1670 HAYES ST,"1670 HAYES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1198018
small_yellow,1197,15,1794 HAYES ST,"1794 HAYES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1197015
small_yellow,1195,14,1985 GROVE ST,"1985 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1195014
small_yellow,1194,4,125 CLAYTON ST,"125 CLAYTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1194004
small_yellow,1190,001R,40 SHRADER ST,"40 SHRADER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1190001R
small_yellow,1190,001L,2190 GROVE ST,"2190 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1190001L
small_yellow,1168,49,2470 FULTON ST,"2470 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1168049
small_yellow,1167,3,229 WILLARD ST,"229 WILLARD ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1167003
small_yellow,1160,19,450 MASONIC AV,"450 MASONIC AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1160019
small_yellow,1159,12,1946 McALLISTER ST,"1946 McALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1159012
small_yellow,1170,37,310 STANYAN ST,"310 STANYAN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1170037
small_yellow,1169,21,2687 MCALLISTER ST,"2687 MCALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1169021
small_yellow,1169,4,2338 FULTON ST,"2338 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1169004
small_yellow,1174,002A,1808 FULTON ST,"1808 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1174002A
small_yellow,1173,001G,1880 FULTON ST,"1880 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1173001G
small_yellow,1173,001H,1910 FULTON ST,"1910 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1173001H
small_yellow,1173,16,1960 FULTON ST,"1960 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1173016
small_yellow,1178,25,1747 MCALLISTER ST,"1747 MCALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1178025
small_yellow,1176,34,1921 MCALLISTER ST,"1921 MCALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1176034
small_yellow,1176,5,605 LYON ST,"605 LYON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1176005
small_yellow,1180,34,1543 MCALLISTER ST,"1543 MCALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1180034
small_yellow,1179,24,1647 MCALLISTER ST,"1647 MCALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1179024
small_yellow,1179,19,1691 MCALLISTER ST,"1691 MCALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1179019
small_yellow,1179,024B,1629 MCALLISTER ST,"1629 MCALLISTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1179024B
small_yellow,1182,21,1377 FULTON ST,"1377 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1182021
small_yellow,1182,15,624 BRODERICK ST,"624 BRODERICK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1182015
small_yellow,1181,31,1228 GROVE ST,"1228 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1181031
