COLOR,BLOCK,LOT,"PROPERTY
ADDRESS",ADDRESS,TIER,STATUS,District
small_yellow,6473,044,5717 MISSION ST,"5717 MISSION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",11
small_yellow,6347,021,2 ITALY AV,"2 ITALY AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",11
small_yellow,6172,019,3326 SAN BRUNO AV,"3326 SAN BRUNO AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,0648,019,1869 CALIFORNIA ST,"1869 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0644,009,1520 CALIFORNIA ST,"1520 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3
small_yellow,5501,066,3301 CESAR CHAVEZ ST,"3301 CESAR CHAVEZ ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,0650,025,1914 PINE ST,"1914 PINE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,5353B,016,536 THORNTON AV,"536 THORNTON AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,0650,027,1916 PINE ST,"1916 PINE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0649,014A,1987 CALIFORNIA ST,"1987 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0648,083,1865 CALIFORNIA ST,"1865 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,6520,014,2886 FOLSOM ST,"2886 FOLSOM ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,6515,002,306 BARTLETT ST,"306 BARTLETT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,0675,025,1965 BUSH ST,"1965 BUSH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,6514,024A,215 SAN JOSE AV,"215 SAN JOSE AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0672,014,1661 BUSH ST,"1661 BUSH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,6514,013,289 SAN JOSE AV,"289 SAN JOSE AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0672,019,1635 BUSH ST,"1635 BUSH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,6527,006,1432 SOUTH VAN NESS AV,"1432 SOUTH VAN NESS AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,6526,023,1427 SOUTH VAN NESS AV,"1427 SOUTH VAN NESS AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,6525,014A,3212 26TH ST,"3212 26TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,0663,007,1810 BUSH ST,"1810 BUSH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0661,017,2191 PINE ST,"2191 PINE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0657,003,1801 PIERCE ST,"1801 PIERCE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,6514,017,267 SAN JOSE AV,"267 SAN JOSE AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0664,029,1825 PINE ST,"1825 PINE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,6513,032,1295 GUERRERO ST,"1295 GUERRERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0664,060,1619 GOUGH ST,"1619 GOUGH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,6512,031,3730 25TH ST,"3730 25TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0664,061,1615 GOUGH ST,"1615 GOUGH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0663,033,1814 BUSH ST,"1814 BUSH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0636,014,2350 CALIFORNIA ST,"2350 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0636,001,2401 SACRAMENTO ST,"2401 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0634,029,2635 SACRAMENTO ST,"2635 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0633,016,2701 SACRAMENTO ST,"2701 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0638,012,2245 SACRAMENTO ST,"2245 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0637,026,2155 BUCHANAN ST,"2155 BUCHANAN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0633,001L,2707 SACRAMENTO ST,"2707 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0633,020,2029 PIERCE ST,"2029 PIERCE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0633,008,2028 SCOTT ST,"2028 SCOTT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0632,001E,2735 CLAY ST,"2735 CLAY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0642,009,1871 SACRAMENTO ST,"1871 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0642,023,1855 SACRAMENTO ST,"1855 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0642,008A,1875 SACRAMENTO ST,"1875 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0641,006A,1880 CALIFORNIA ST,"1880 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0644,004,1441 LARKIN ST,"1441 LARKIN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3
small_yellow,0638A,001,2241 SACRAMENTO ST,"2241 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0641,006C,1830 GOUGH ST,"1830 GOUGH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0640,016,2015 SACRAMENTO ST,"2015 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0640,008,1966 CALIFORNIA ST,"1966 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0639,014,2153 SACRAMENTO ST,"2153 SACRAMENTO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3585,024,3856 19TH ST,"3856 19TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3585,108,690 CHURCH ST,"690 CHURCH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3585,094,3822 19TH ST,"3822 19TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3585,088,3875 18TH ST,"3875 18TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3587,030,589 DOLORES ST,"589 DOLORES ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3580,028,473 SANCHEZ ST,"473 SANCHEZ ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3583,059,577 CASTRO ST,"577 CASTRO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3583,016,4000 19TH ST,"4000 19TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3583,051,184 HARTFORD ST,"184 HARTFORD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3580,071,3715 17TH ST,"3715 17TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3597,046,172 LINDA ST,"172 LINDA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3597,049,158 LINDA ST,"158 LINDA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3597,042,711 GUERRERO ST,"711 GUERRERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3597,022,3660 20TH ST,"3660 20TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3590,018,396 CAPP ST,"396 CAPP ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3589,101,3475 18TH ST,"3475 18TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3597,021,3654 20TH ST,"3654 20TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3597,030,779 GUERRERO ST,"779 GUERRERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3594,040,568 SHOTWELL ST,"568 SHOTWELL ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3590,072,332 CAPP ST,"332 CAPP ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3568,020,151 ALBION ST,"151 ALBION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3568,019,157 ALBION ST,"157 ALBION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0553,047,2634 OCTAVIA ST,"2634 OCTAVIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3567,026,3574 17TH ST,"3574 17TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0553,057,1854 VALLEJO ST,"1854 VALLEJO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3564,128,362 SANCHEZ ST,"362 SANCHEZ ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0552,005,2433 FRANKLIN ST,"2433 FRANKLIN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3568,028,120 ALBION ST,"120 ALBION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3568,027,108 ALBION ST,"108 ALBION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3568,029,122 ALBION ST,"122 ALBION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0550,020,2340 VAN NESS AV,"2340 VAN NESS AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3
small_yellow,0549,006,2107 LARKIN ST,"2107 LARKIN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3
small_yellow,0549,001A,2145 LARKIN ST,"2145 LARKIN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3
small_yellow,3561,028,3674 16TH ST,"3674 16TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0551,020,1624 VALLEJO ST,"1624 VALLEJO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3558,023,287 SANCHEZ ST,"287 SANCHEZ ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0551,014,1640 VALLEJO ST,"1640 VALLEJO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3558,035A,209 SANCHEZ ST,"209 SANCHEZ ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0551,017,1565 GREEN ST,"1565 GREEN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0550,026,1463 GREEN ST,"1463 GREEN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3
small_yellow,3579,001B,416 DOLORES ST,"416 DOLORES ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3578,010,562 GUERRERO ST,"562 GUERRERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3577,020,3572 18TH ST,"3572 18TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0568,049,1859 VALLEJO ST,"1859 VALLEJO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3576,072,60 SYCAMORE ST,"60 SYCAMORE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,0567,004,2515 OCTAVIA ST,"2515 OCTAVIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3580,016,3824 18TH ST,"3824 18TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3579,032,3627 17TH ST,"3627 17TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0558,019,2800 STEINER ST,"2800 STEINER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0557,001,2755 WEBSTER ST,"2755 WEBSTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0555,031,2010 VALLEJO ST,"2010 VALLEJO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0553,014B,1868 VALLEJO ST,"1868 VALLEJO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3574,002,2104 FOLSOM ST,"2104 FOLSOM ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,0565,018,2660 WEBSTER ST,"2660 WEBSTER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3574,003,2106 FOLSOM ST,"2106 FOLSOM ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,0562,023,2429 VALLEJO ST,"2429 VALLEJO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3569,059,58 RONDEL PL,"58 RONDEL PL,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,0561,035,2520 BROADWAY,"2520 BROADWAY ,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3568,037,3454 17TH ST,"3454 17TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0559,009,2807 STEINER ST,"2807 STEINER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,3620,005,300 HILL ST,"300 HILL ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3649,001,1000 DOLORES ST,"1000 DOLORES ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3638,041,840 SHOTWELL ST,"840 SHOTWELL ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3632,004,1028 GUERRERO ST,"1028 GUERRERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3630,025,159 CHATTANOOGA ST,"159 CHATTANOOGA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3630,009,966 DOLORES ST,"966 DOLORES ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3649,029,205 CHATTANOOGA ST,"205 CHATTANOOGA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3647,017,3638 24TH ST,"3638 24TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3641,036,3179 23RD ST,"3179 23RD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3640,063,3011 23RD ST,"3011 23RD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3726,074,568 NATOMA ST,"568 NATOMA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,3653,016,442 ELIZABETH ST,"442 ELIZABETH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3731,113,31 HARRIET ST,"31 HARRIET ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,3731,003,226 06TH ST,"226 06TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,3728,034,712 NATOMA ST,"712 NATOMA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,3727,074,647 MINNA ST,"647 MINNA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,3775,039,45 SOUTH PARK,"45 SOUTH PARK ,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,3749,047,66 LANSING ST,"66 LANSING ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,3731,092,155 RUSS ST,"155 RUSS ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,3731,110,84 HARRIET ST,"84 HARRIET ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,3610,001,3401 20TH ST,"3401 20TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3610,048,3433 20TH ST,"3433 20TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3608,029,851 GUERRERO ST,"851 GUERRERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3602,045,250 HARTFORD ST,"250 HARTFORD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3601,075,695 NOE ST,"695 NOE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3598,003B,744 GUERRERO ST,"744 GUERRERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3608,060,3659 20TH ST,"3659 20TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3607,004,812 GUERRERO ST,"812 GUERRERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3605,001A,800 CHURCH ST,"800 CHURCH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3602,065,667 CASTRO ST,"667 CASTRO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3619,042,947 CHURCH ST,"947 CHURCH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3619,016,878 DOLORES ST,"878 DOLORES ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3614,040,778 SHOTWELL ST,"778 SHOTWELL ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3614,055,3025 21ST ST,"3025 21ST ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3613,016,2936 22ND ST,"2936 22ND ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3612,019,2954 21ST ST,"2954 21ST ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,3618,039,3471 21ST ST,"3471 21ST ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3618,038,3485 21ST ST,"3485 21ST ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3617,061,925 GUERRERO ST,"925 GUERRERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3615,051,633 CAPP ST,"633 CAPP ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,4004,007,250 CONNECTICUT ST,"250 CONNECTICUT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,3984,004,156 MISSOURI ST,"156 MISSOURI ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,3961,011,2330 17TH ST,"2330 17TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,4150,008,2450 BRYANT ST,"2450 BRYANT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,4089,035,819 HAMPSHIRE ST,"819 HAMPSHIRE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,4070,049,1802 20TH ST,"1802 20TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,4035,005,324 CONNECTICUT ST,"324 CONNECTICUT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,4336,015,1411 FLORIDA ST,"1411 FLORIDA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,4267,034,2689 BRYANT ST,"2689 BRYANT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,4265,008,1295 HAMPSHIRE ST,"1295 HAMPSHIRE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,4715,013,32 GEORGE CT,"32 GEORGE CT,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,4713,009,35 ROSIE LEE LN,"35 ROSIE LEE LN,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,4713,009,30 BEATRICE LN,"30 BEATRICE LN,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,4713,009,30 ESPANOLA ST,"30 ESPANOLA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,4967,040,6260 03RD ST,"6260 03RD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,4715,013,12 GEORGR CT,"12 GEORGR CT,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,4715,012,80 OSCEOLA CT,"80 OSCEOLA CT,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,4715,012,20 OSCEOLA CT,"20 OSCEOLA CT,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,5297,027,1101 PHELPS ST,"1101 PHELPS ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,5291,001B,1501 KIRKWOOD AV,"1501 KIRKWOOD AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,0797,022,896 FILLMORE ST,"896 FILLMORE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0797,030,835 FULTON ST,"835 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0794,013,582 GROVE ST,"582 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0794,023,535 BIRCH ST,"535 BIRCH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0818,044,468 FELL ST,"468 FELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0817,034,332 FELL ST,"332 FELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0807,001,501 GROVE ST,"501 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0824,005A,520 SCOTT ST,"520 SCOTT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0822,023,612 STEINER ST,"612 STEINER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0821,031,861 HAYES ST,"861 HAYES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0819,004,516 FELL ST,"516 FELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0824,004,1060 FELL ST,"1060 FELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0824,001E,1010 FELL ST,"1010 FELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0824,001G,1030 FELL ST,"1030 FELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0826,018,949 FELL ST,"949 FELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0826,008,850 OAK ST,"850 OAK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0825,024,1043 FELL ST,"1043 FELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0824,007,1179 HAYES ST,"1179 HAYES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0827,011,744 OAK ST,"744 OAK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,1385,021,270 26TH AV,"270 26TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,0826,016,925 FELL ST,"925 FELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,1385,039,239 25TH AV,"239 25TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,0826,025,410 PIERCE ST,"410 PIERCE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0826,019,957 FELL ST,"957 FELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0675,028,1915 BUSH ST,"1915 BUSH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0679,030,2315 BUSH ST,"2315 BUSH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0679,023,2357 BUSH ST,"2357 BUSH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0679,025,2345 BUSH ST,"2345 BUSH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2
small_yellow,0676,054,2043 BUSH ST,"2043 BUSH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
small_yellow,0754,006A,1450 GOLDEN GATE AV,"1450 GOLDEN GATE AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5
